Date,Close,High,Low,Open,Volume
2011-05-13,39.249290466308594,40.435804216463886,39.099991949829,40.003630453062186,11099500
2011-05-16,39.42215347290039,39.86218657811542,38.801396285563136,38.94283539090081,6018900
2011-05-17,39.28070831298828,39.83860521243313,39.05283391829236,39.1785572054557,7224900
2011-05-18,39.76789093017578,39.8307510833227,39.09212704833638,39.178562381708396,7140400
2011-05-19,39.72074508666992,39.90147215541579,39.430010497598744,39.877899971768976,6101100
2011-05-20,39.08427429199219,39.877902158923774,39.07641489869211,39.65788710620616,10827500
2011-05-23,38.62852478027344,38.87211501150329,38.22778265532649,38.848539829461544,6741800
2011-05-24,37.68561553955078,38.64425811333861,37.559892169011526,38.628542317336,9573100
2011-05-25,37.614891052246094,37.9684889225005,37.38701953362099,37.481311299861765,9448100
2011-05-26,37.481300354003906,37.63059585674236,36.90768753087574,37.45772517121759,11917200
2011-05-27,37.95277404785156,37.96063344375937,37.394876837648376,37.63846715360867,6039500
2011-05-31,38.46352005004883,38.46352005004883,37.99205529608884,38.2356455688422,6412000
2011-06-01,37.99205780029297,38.49495417049428,37.91348183486076,38.26707967426757,6614800
2011-06-02,38.80925369262695,38.887832640684366,37.93704685281206,38.18849349163504,8258700
2011-06-03,38.51203155517578,38.874685531054396,38.20456647288726,38.314938245256954,7949200
2011-06-06,37.96017074584961,38.4804969370447,37.849795971737244,38.38588998780553,5187400
2011-06-07,37.818260192871094,38.50414397724211,37.818260192871094,38.275515046650156,4530900
2011-06-08,37.99960708618164,38.236118558256564,37.502930889639735,37.826163936536986,6564200
2011-06-09,39.89170455932617,39.899589979790605,38.12574930854258,38.27553921589266,11530000
2011-06-10,38.95352554321289,39.702480797200245,38.75643221360598,39.68671296994303,8545400
2011-06-13,38.71701431274414,39.38713043327663,38.685478658096464,39.11908338358252,6362200
2011-06-14,39.10331726074219,39.41866780615369,38.81161996105024,38.94564499544212,6986300
2011-06-15,38.90622329711914,39.37924910764254,38.57510793641784,38.80373692780053,8991300
2011-06-16,39.15061569213867,39.30040552780467,38.39377808971261,38.84315060411591,9101200
2011-06-17,39.387142181396484,39.72614305145988,39.197934211885936,39.49751399817872,9675100
2011-06-20,40.41989517211914,40.71947783647204,39.14273140342228,39.253103172550944,8987600
2011-06-21,41.168861389160156,41.1925116296398,40.419906030776424,40.68795311670094,9781300
2011-06-22,40.82197189331055,41.499973468660876,40.77467141613169,40.979647167853415,6999500
2011-06-23,40.32529830932617,40.44355250812723,39.450203404132196,40.21492351341056,9979800
2011-06-24,39.78132247924805,40.51451000832554,39.592114540560544,40.4041382095235,7398600
2011-06-27,40.2307014465332,40.4041445905603,39.513281633611705,39.6709569456903,4544700
2011-06-28,40.814083099365234,40.97964075840853,40.222803167863255,40.47508236471168,5957100
2011-06-29,40.63276672363281,40.90081380630062,40.25434784352636,40.845627907581296,5630100
2011-06-30,40.66429901123047,41.0269500320109,40.538156387579185,40.79832103775145,6394000
2011-07-01,41.88627624511719,41.99664803113399,40.64853034637633,40.86927391840993,8152700
2011-07-05,41.665531158447266,41.87050991759856,41.20827617036603,41.846859679006386,4822300
2011-07-06,41.88627624511719,41.957229965757364,41.42901826601261,41.66552966567798,5319100
2011-07-07,41.492095947265625,42.177980013828005,40.97176958514829,42.00453689065353,7559100
2011-07-08,41.05849075317383,41.24769869718137,40.63276836804779,40.995419433567285,6927300
2011-07-11,40.15974044799805,40.632766298739156,40.002068171823566,40.50662667335604,6037500
2011-07-12,40.53026580810547,41.019056346611876,39.994171795264215,40.00205721135589,6631700
2011-07-13,40.782569885253906,41.492107396384625,40.64066238302776,40.64066238302776,4869400
2011-07-14,41.208290100097656,41.43691917512514,40.82987111767634,40.84563895120307,7167600
2011-07-15,40.97175598144531,41.460546521165746,40.743127032699995,41.36594257966617,7030500
2011-07-18,40.95600509643555,41.15309847706574,40.24646772320432,40.68007255910948,7257700
2011-07-19,40.56181716918945,40.80621102940553,39.379256919402046,40.4987458456458,13946300
2011-07-20,40.60911560058594,40.90081594611289,40.18339621782248,40.80620896558227,7748900
2011-07-21,41.11366653442383,41.704946476870546,40.751012550761814,40.932338038890165,7831500
2011-07-22,41.586700439453125,41.68130441354499,41.09790973133801,41.405374902691165,5717300
2011-07-25,40.703712463378906,41.649760981682874,40.60122309698293,41.373828534832995,6533500
2011-07-26,40.41200637817383,41.13731124060646,40.33317026607252,40.908682305145796,5670100
2011-07-27,39.331947326660156,40.159738771645976,39.19003987810193,39.86804146401218,10581400
2011-07-28,39.35559844970703,40.12032160551568,39.25311207365053,39.29253014193425,7703600
2011-07-29,39.12697982788086,39.489630936316324,37.928651680201305,38.70913980455561,10759500
2011-08-01,37.85770034790039,39.70249467830926,36.020788430173276,39.63942334722887,23228700
2011-08-02,37.03779602050781,38.188820899343995,36.86435284434645,37.597540625056055,10060500
2011-08-03,37.19545364379883,37.28217519056983,36.24152264412894,37.045663794997914,8304300
2011-08-04,35.531982421875,36.8249140810595,35.49256436053992,36.73031013237425,10154500
2011-08-05,35.91829299926758,36.43861932025661,34.8855227679898,35.93406082807401,14313700
2011-08-08,33.05649948120117,35.01954771618364,32.90670960618275,34.13657028137965,16743400
2011-08-09,35.263954162597656,35.31914007931885,32.96190447249367,33.371859144856074,19959800
2011-08-10,32.993431091308594,34.9012966014475,32.8515236150418,34.74362129366147,12690300
2011-08-11,34.63324737548828,35.019548698308704,32.53617402938747,32.75691764242771,13915800
2011-08-12,35.32700729370117,35.74484416422252,34.52286619781463,34.52286619781463,9500600
2011-08-15,36.21786880493164,36.288822523179185,35.46103114856152,35.626588822003946,8314700
2011-08-16,35.8709831237793,36.17844821222685,35.2008670595939,36.09172667294055,10044500
2011-08-17,35.89463806152344,36.43073218606598,35.579290522466806,36.01289526829823,4924400
2011-08-18,34.601688385009766,35.20873591898939,34.20750190897656,34.98799245478013,9901300
2011-08-19,34.15232849121094,34.8776334353308,33.88428146951092,34.01042106752239,8882900
2011-08-22,34.3809700012207,34.92494665230413,34.12869071311769,34.8224572516978,7162800
2011-08-23,35.37430953979492,35.461031084987056,33.99465624877041,34.53075033958952,9080100
2011-08-24,36.19422149658203,36.26517522057068,34.99589360666579,35.18510453977078,6286100
2011-08-25,35.54774475097656,36.58051463972328,35.34276905928732,36.47802529017624,5878900
2011-08-26,36.044429779052734,36.32824466036899,34.302122425951396,34.96435614655413,6009900
2011-08-29,36.86433410644531,36.919523004141126,36.241521486396266,36.45438263783282,4036700
2011-08-30,37.2742919921875,37.53445664798853,36.422850315959764,36.6908973822067,6002600
2011-08-31,37.46350860595703,38.228231853632494,37.061436441906686,37.63695173612826,6516400
2011-09-01,37.19545364379883,38.141502233492055,37.14815016172222,37.510804176165095,6493800
2011-09-02,36.17729568481445,36.99213431955367,36.145650704206936,36.22476315572573,5102800
2011-09-06,36.1614875793457,36.240600062335005,34.87989553324557,35.299181130674576,6797700
2011-09-07,37.34814453125,37.53801145666726,36.54121537943334,36.76272729539221,6823700
2011-09-08,37.34022521972656,37.97310977914601,36.905117273740174,36.984226711980746,7435200
2011-09-09,36.011165618896484,37.13453531850504,35.821298744881396,36.86555900738542,9076000
2011-09-12,36.596595764160156,36.65197601130638,35.15678176634224,35.19633951685135,8216100
2011-09-13,37.965206146240234,38.14716029771219,36.64405658682963,36.69152406810444,11932000
2011-09-14,38.51106262207031,39.096479711083695,37.18200353102419,38.21835407756362,10108400
2011-09-15,39.9825325012207,40.14075444145891,38.44778360409232,38.85124970259138,11325800
2011-09-16,40.15655517578125,40.48882139697468,39.03318565832067,40.4017992195709,11790300
2011-09-19,39.515777587890625,39.69773175440729,39.0727567795246,39.286355936174346,8956300
2011-09-20,39.42084503173828,40.536305265275075,39.0332014531243,39.586976700644705,8440000
2011-09-21,37.981021881103516,39.87967869543222,37.95728965171975,39.49203518111704,7002700
2011-09-22,37.253211975097656,37.71205225920226,36.651972253690715,36.98423559550794,10065200
2011-09-23,37.65666198730469,37.87817382292667,36.7706236983107,37.02377749516612,7130000
2011-09-26,38.61390686035156,38.63763908811437,37.64084629026565,38.075954233629524,7147400
2011-09-27,39.12023162841797,39.863870929528154,38.65347849851027,39.24680859494381,8030600
2011-09-28,37.68830108642578,39.175581674286676,37.62501415600129,38.97780511273505,7338900
2011-09-29,36.84975051879883,38.55854082298284,36.224775518746405,38.250006683508204,9154500
2011-09-30,36.48583221435547,37.36396094299948,36.082369213054335,36.454190246798134,10485400
2011-10-03,33.95429229736328,36.56494637429306,33.91473757270751,36.20894781672699,12717100
2011-10-04,33.84352493286133,33.89099239501476,32.68851051427239,33.313485185720296,13800000
2011-10-05,35.16469192504883,35.34664609618095,33.89100970929155,34.44478497933808,8455800
2011-10-06,35.55232238769531,35.71845703393009,34.79286092828219,35.29916856789094,5804800
2011-10-07,35.51276779174805,35.955788486850345,35.16468204277369,35.59978998344953,5962900
2011-10-10,36.802276611328125,36.802276611328125,36.00325731576011,36.01117007114781,4752100
2011-10-11,36.89720153808594,37.039600929679025,36.30387174572521,36.69151520458003,4639600
2011-10-12,36.69150924682617,37.696214560891896,36.68359649422728,37.348125874482136,7267400
2011-10-13,36.810184478759766,36.881384184472005,36.12983240591655,36.40672149161161,5034600
2011-10-14,37.356040954589844,37.458882602135944,36.81017566882959,37.356040954589844,6074100
2011-10-17,36.86556625366211,37.664585607497976,36.7548118128133,37.07916539722718,5944600
2011-10-18,35.86875915527344,36.31177976219003,33.9068159266388,34.998543447143014,23926900
2011-10-19,36.74690246582031,37.51427382179745,35.765928946172316,35.91624113278037,12250600
2011-10-20,37.08708572387695,37.17410795026,36.34344343866382,36.92886376843802,7985300
2011-10-21,37.909812927246094,38.36865603561233,37.427240613116496,37.52217252532531,9218800
2011-10-24,38.787940979003906,38.95407559579411,37.973102454539514,38.13923405349867,7146200
2011-10-25,38.57436752319336,39.001565933682514,37.712060961798464,37.712060961798464,7477100
2011-10-26,38.57436752319336,39.14396540384556,38.07597239545573,39.104410666096506,10387600
2011-10-27,38.906612396240234,39.555319392856575,38.61390387772588,39.49202943326895,10025800
2011-10-28,38.64554977416992,39.04110300836954,38.12341962573969,38.898703602631144,6377300
2011-10-31,37.965206146240234,38.724667739644595,37.94147089668677,38.27373722994625,6164900
2011-11-01,36.564945220947266,37.26111680285971,36.351346093145054,37.03169819995981,11125900
2011-11-02,36.67570495605469,37.182012731675385,36.44628330215394,37.182012731675385,7858100
2011-11-03,36.533294677734375,37.08706977470508,36.23267339346488,37.02377981261403,6721300
2011-11-04,36.05864334106445,36.47001615233335,35.663090007447686,36.44628391802272,8010400
2011-11-07,35.73427963256836,36.1852131199819,35.44157106866118,35.955791507645436,7919000
2011-11-08,36.509559631347656,36.604491549321445,35.663076069655844,35.829207680567784,7086400
2011-11-09,36.02700424194336,36.47002211663242,35.70265057604618,35.773850308454485,6423200
2011-11-10,36.49374771118164,36.62823438244125,35.947882234621225,36.438370491506255,5479700
2011-11-11,37.28484344482422,37.585461687600734,36.77853585927297,36.88137751282908,5104500
2011-11-14,37.13452911376953,37.42724062137719,36.913020312623054,37.12661937851333,4734200
2011-11-15,36.82600402832031,37.158270301038314,36.50956326430916,37.023780637514115,4911600
2011-11-16,35.52859115600586,36.620318920657425,35.473213944985936,36.38298758516752,8053800
2011-11-17,35.22005844116211,35.81338826055265,34.84823745530462,35.5918794270196,8147900
2011-11-18,35.243797302246094,35.39410948286411,34.919443727305435,35.29126478315158,5972300
2011-11-21,35.156768798828125,35.40201287949651,34.6029967099504,34.6029967099504,6656300
2011-11-22,35.14094924926758,35.59188273025998,34.792863476005714,35.06975256145129,4758800
2011-11-23,34.46059799194336,34.887793180691226,34.34984055414632,34.777038760725794,5515800
2011-11-25,34.5476188659668,34.99063958545549,34.38939998270747,34.45268693244485,2985100
2011-11-28,35.6235237121582,35.987434985319844,35.117216049467565,35.17259326145987,8826400
2011-11-29,36.29597854614258,36.54121970730495,35.67100348917074,35.84504793993068,6457300
2011-11-30,38.582252502441406,38.6692746735337,37.17408433118323,37.4667928011775,11702500
2011-12-01,38.38447952270508,38.81167766550693,38.28954760802616,38.43985672442037,7021500
2011-12-02,38.155059814453125,38.76421208071846,37.99683793708802,38.36074916037716,7639100
2011-12-05,38.31621551513672,39.29257613450495,38.03045084057698,38.76867524050086,8135400
2011-12-06,38.332096099853516,38.641673523739655,38.16540102977124,38.38766112321427,8306100
2011-12-07,39.16556930541992,39.451333975284406,37.95900904825116,38.0939548214944,10200500
2011-12-08,38.2288932800293,39.332259943121834,38.08601096111859,39.07824760462856,8641800
2011-12-09,38.824241638183594,38.95918741844328,38.19714724982729,38.26858842100796,5713500
2011-12-12,38.260643005371094,38.89567380888256,38.054256101688786,38.66547419633911,4947700
2011-12-13,38.046321868896484,39.1338123756909,37.8637506909723,38.45115308462994,5267700
2011-12-14,37.911380767822266,38.34002777458524,37.808190325060515,37.99076152540779,7513500
2011-12-15,38.5146598815918,38.73691993208927,38.006635178702666,38.006635178702666,9354200
2011-12-16,38.89565658569336,39.292551040649414,38.665457075083395,38.91153272725933,10214200
2011-12-19,38.87186050415039,39.340196282323255,38.7686670538911,38.832168619235965,5877400
2011-12-20,39.54659652709961,39.64185042858493,39.181454048016754,39.22907948472595,6053300
2011-12-21,39.68153381347656,39.68947037520244,39.332264536212364,39.55452762939857,6695000
2011-12-22,40.268917083740234,40.427675495176615,39.57038189025908,39.60213417815932,4627100
2011-12-23,40.76108932495117,40.88015896033413,40.23718837978606,40.44357534404097,3898000
2011-12-27,40.76108932495117,41.046854027416984,40.554705388762876,40.76108932495117,2999300
2011-12-28,40.253055572509766,40.88014986020801,40.21336671223926,40.76108025133054,2959600
2011-12-29,40.626136779785156,40.93571412354081,40.39593715512268,40.42768945398631,3774000
2011-12-30,40.22923278808594,40.62612734753582,40.22923278808594,40.5308735011261,2205400
2012-01-03,40.87221908569336,41.038914139268215,40.57057825441526,40.67377172818052,6021000
2012-01-04,41.46755599975586,41.47549256071988,40.68170322941424,40.68963979037826,5406400
2012-01-05,41.745384216308594,41.856514246617884,41.11828987034477,41.18973103669592,6330100
2012-01-06,41.896183013916016,42.40420749625123,41.65804691632948,41.87237031257679,5321700
2012-01-09,41.84856414794922,42.04701143161276,41.65011686428567,41.77712300470773,5079300
2012-01-10,41.76918411254883,42.10257712924409,41.57073682558376,42.03907254394393,7063200
2012-01-11,42.078765869140625,42.16608316917845,41.324668520957104,41.66599813306917,4281600
2012-01-12,41.96764373779297,42.26134798905587,41.697755227051985,42.24547183806332,4550300
2012-01-13,41.832706451416016,41.90414762616528,41.221488184798154,41.82476686085133,4995700
2012-01-17,42.52328109741211,42.57884609119035,41.96762813156464,42.110510409298705,6495700
2012-01-18,42.816993713378906,43.00750447755651,42.01526785344911,42.34865790567758,8389800
2012-01-19,41.53105163574219,42.08670469385131,40.81664012844966,41.52311507591252,18656600
2012-01-20,41.491363525390625,41.6818712453786,40.967462753325286,41.54692852939259,8873800
2012-01-23,41.61835861206055,42.11050695720804,41.2452768032207,41.43578750060365,7535900
2012-01-24,40.74520492553711,41.68981307236618,40.6658241812243,41.49136575368283,10397800
2012-01-25,40.935707092285156,40.99921167910465,39.54657605029508,40.1895463655483,13121500
2012-01-26,39.967288970947266,41.05478246296353,39.61008621798822,40.96746515781681,13576200
2012-01-27,40.49911880493164,40.67375336970123,39.94346584908158,39.95934199388473,7027300
2012-01-30,40.5388069152832,40.61818460978961,39.74501785795937,40.340359650952244,4852400
2012-01-31,41.1103515625,41.97558208352577,40.784898046961835,40.80077419748395,8843000
2012-02-01,42.277217864990234,42.55504594392272,41.372298524378145,41.40405082392459,7480600
2012-02-02,41.705684661865234,42.26927425857722,41.28497433316485,42.26927425857722,5319200
2012-02-03,40.72932052612305,41.88825190573293,40.284797532215826,41.864439201295724,9676900
2012-02-06,40.71346664428711,40.800783979059155,40.229254535508915,40.46739079429924,8577100
2012-02-07,41.30086135864258,41.38024211518562,40.41181808182424,40.554700415535464,5243300
2012-02-08,41.38816452026367,41.57073565576607,40.999209544474056,41.27703452718092,6022000
